,개방장소명,개방장소,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
금호2-3가동 주민센터,금호2-3가동 주민센터,금호,강의실,일+공휴일,9:00,18:00,9:00,18:00,Y,2,20000,1,10000,30,66,,인터넷 예약,,서울특별시 성동구 금호동2가 무수막18길 1,서울특별시 성동구 금호동2가 1212,서울특별시 성동구청,금호2-3가동 주민센터,02-2286-7364,37.553239,127.0209111,2022-11-23
금호2-3가동 주민센터,금호2-3가동 주민센터,금호,기타,일+공휴일,9:00,18:00,9:00,18:00,Y,2,20000,1,10000,10,33,,인터넷 예약,,서울특별시 성동구 금호동2가 무수막18길 1,서울특별시 성동구 금호동2가 1212,서울특별시 성동구청,금호2-3가동 주민센터,02-2286-7364,37.553239,127.0209111,2022-11-23
금호4가동 주민센터,금호4가동 주민센터,금호,다목적실,토+일,9:00,20:00,0:00,0:00,Y,2,20000,1,10000,50,295,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,37.547181,127.022352,2022-11-23
금호4가동 주민센터,금호4가동 주민센터,금호,회의실,토+일,9:00,20:00,0:00,0:00,Y,2,20000,1,10000,30,64,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,37.547181,127.022352,2022-11-23
금호4가동 주민센터,금호4가동 주민센터,금호,기타,토+일,9:00,18:00,0:00,0:00,Y,2,20000,1,10000,10,60,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,37.547181,127.022352,2022-11-23
마장동주민센터,마장동주민센터,마장,다목적실,토+일,9:00,18:00,0:00,0:00,Y,2,20000,1,10000,20,52,,인터넷 예약,,서울특별시 성동구 마장로42길 11(마장동),,서울특별시 성동구청,마장동주민센터,02-2286-7254,37.56631969,127.0454073,2022-11-23
마장동주민센터,마장동주민센터,마장,기타,토+일,9:00,18:00,0:00,0:00,Y,2,20000,1,10000,20,26,,인터넷 예약,,서울특별시 성동구 마장로42길 11(마장동),,서울특별시 성동구청,마장동주민센터,02-2286-7254,37.56631969,127.0454073,2022-11-23
마장동주민센터,마장동주민센터,마장,다목적실,토+일,9:00,18:00,0:00,0:00,Y,2,20000,1,10000,50,123,,인터넷 예약,,서울특별시 성동구 마장로42길 11(마장동),,서울특별시 성동구청,마장동주민센터,02-2286-7254,37.56631969,127.0454073,2022-11-23
사근동 공공복합청사 다목적실,사근동 주민센터,사근,다목적실,일,10:00,20:00,10:00,17:00,Y,2,20000,1,10000,35,119,,인터넷 예약,,서울특별시 성동구 사근동길 45-8(사근동),,서울특별시 성동구청,사근동 주민센터,02-2286-7271,37.5612097,127.045861,2022-11-23
사근동 공공복합청사 회의실(1층),사근동 주민센터,사근,회의실,토+일,10:00,18:00,0:00,0:00,Y,2,20000,1,10000,20,57.78,,인터넷 예약,,서울특별시 성동구 사근동길 45-8(사근동),,서울특별시 성동구청,사근동 주민센터,02-2286-7271,37.5612097,127.045861,2022-11-23
사근동 어린이도서관(지하1층),사근동 주민센터,사근,다목적실,토+일,10:00,13:00,0:00,0:00,Y,2,20000,1,10000,15,31,,인터넷 예약,,서울특별시 성동구 사근동길 45-8(사근동),,서울특별시 성동구청,사근동 주민센터,02-2286-7271,37.5612097,127.045861,2022-11-23
사근동 주민소통방(지하2층),사근동 주민센터,사근,다목적실,일,10:00,17:00,10:00,13:00,Y,2,20000,1,10000,25,40.4,,인터넷 예약,,서울특별시 성동구 사근동길 45-8(사근동),,서울특별시 성동구청,사근동 주민센터,02-2286-7271,37.5612097,127.045861,2022-11-23
성수1가제1동주민센터,성수1가제1동주민센터,성수,기타,토+일,14:00,18:00,0:00,0:00,Y,2,20000,1,10000,15,33.6,,인터넷 예약,,서울특별시 성동구 뚝섬로3길 18(성수동1가),,서울특별시 성동구청,성수1가제1동 주민센터,02-2286-7423,37.54203238,127.049688,2022-11-23
성수1가제1동 주민센터,성수1가제1동 주민센터,성수,다목적실,토+일,14:00,21:00,0:00,0:00,Y,2,20000,1,10000,30,172,,인터넷 예약,,서울특별시 성동구 뚝섬로3길 18(성수동1가),,서울특별시 성동구청,성수1가제1동 주민센터,02-2286-7423,37.54203238,127.049688,2022-11-23
성수1가제1동주민센터,성수1가제1동주민센터,성수,강의실,토+일,13:00,21:00,0:00,0:00,Y,2,20000,1,10000,15,60,,인터넷 예약,,서울특별시 성동구 뚝섬로3길 18(성수동1가),,서울특별시 성동구청,성수1가제1동 주민센터,02-2286-7423,37.54203238,127.049688,2022-11-23
성수2가제1동주민센터,성수2가제1동주민센터,성수,다목적실,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,50,238,,인터넷 예약,,서울특별시 성동구 뚝섬로 385-19(성수동2가),서울특별시 성동구 성수동2가 333-134,서울특별시 성동구청,성수2가제1동 주민센터,02-2286-7463,37.539541,127.054022,2022-11-23
성수2가제3동주민센터,성수2가제3동주민센터,성수,회의실,토,9:00,21:00,10:00,18:00,Y,2,20000,1,10000,10,28,,인터넷+전화+방문,,서울특별시 성동구 광나루로2길 35(성수동2가),서울특별시 성동구 성수동2가 299-240,서울특별시 성동구청,성수2가제3동 주민센터,02-2286-7494,37.5482232,127.055246,2022-11-23
성수2가제3동주민센터,성수2가제3동주민센터,성수,다목적실,토,9:00,21:00,10:00,18:00,Y,2,20000,1,10000,40,57,,인터넷+전화+방문,,서울특별시 성동구 광나루로2길 35(성수동2가),서울특별시 성동구 성수동2가 299-240,서울특별시 성동구청,성수2가제3동 주민센터,02-2286-7494,37.5482232,127.055246,2022-11-23
성수2가제3동주민센터,성수2가제3동주민센터,성수,강의실,토,9:00,21:00,10:00,18:00,Y,2,20000,1,10000,20,49,,인터넷+전화+방문,,서울특별시 성동구 광나루로2길 35(성수동2가),서울특별시 성동구 성수동2가 299-240,서울특별시 성동구청,성수2가제3동 주민센터,02-2286-7494,37.5482232,127.055246,2022-11-23
옥수동 공공복합청사 다목적실,옥수동주민센터,옥수,다목적실,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,40,149.15,,인터넷 예약,,서울특별시 성동구 독서당로 203(옥수동),,서울특별시 성동구청,옥수동 주민센터,02-2286-7418,37.564069,127.0555532,2022-11-23
왕십리도선동주민센터,왕십리도선동주민센터,왕십,회의실,토+일,10:00,18:00,0:00,0:00,Y,2,20000,1,10000,20,40.66,,인터넷 예약,,서울특별시 성동구 마장로 141(상왕십리동),,서울특별시 성동구청,왕십리도선동 주민센터,02-2286-7214,37.56787474,127.025527,2022-11-23
왕십리도선동주민센터,왕십리도선동주민센터,왕십,다목적실,일,9:00,21:00,10:00,18:00,Y,2,20000,1,10000,60,254.03,,인터넷 예약,,서울특별시 성동구 마장로 141(상왕십리동),,서울특별시 성동구청,왕십리도선동 주민센터,02-2286-7214,37.56787474,127.025527,2022-11-23
왕십리도선동주민센터,왕십리도선동주민센터,왕십,회의실,일,10:00,18:00,10:00,18:00,Y,2,20000,1,10000,10,24,,인터넷 예약,,서울특별시 성동구 마장로 141(상왕십리동),,서울특별시 성동구청,왕십리도선동 주민센터,02-2286-7214,37.56787474,127.025527,2022-11-23
왕십리도선동주민센터,왕십리도선동주민센터,왕십,회의실,토+일,10:00,18:00,0:00,0:00,Y,2,20000,1,10000,30,66,,인터넷 예약,,서울특별시 성동구 마장로 141(상왕십리동),,서울특별시 성동구청,왕십리도선동 주민센터,02-2286-7214,37.56787474,127.025527,2022-11-23
왕십리제2동주민센터,왕십리제2동주민센터,왕십,다목적실,연중무휴,13:00,22:00,10:00,18:00,Y,2,20000,1,10000,30,105,,인터넷 예약,,서울특별시 성동구 무학봉길 69(하왕십리동),,서울특별시 성동구청,왕십리제2동 주민센터,02-2286-7223,37.561083,127.030514,2022-11-23
왕십리제2동주민센터,왕십리제2동주민센터,왕십,기타,연중무휴,15:00,19:00,15:00,19:00,Y,2,20000,1,10000,12,36.3,,인터넷 예약,,서울특별시 성동구 무학봉길 69(하왕십리동),,서울특별시 성동구청,왕십리제2동 주민센터,02-2286-7223,37.561083,127.030514,2022-11-23
용답동 주민센터,용답동 주민센터,용답,회의실,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,20,50,,인터넷 예약,,서울특별시 성동구 용답중앙23길 20(용답동),서울특별시 성동구 용답동 5-6,서울특별시 성동구청,용답동 주민센터,02-2286-7523,37.564069,127.0555532,2022-11-23
용답동 주민센터,용답동 주민센터,용답,다목적실,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,50,100,,인터넷 예약,,서울특별시 성동구 용답중앙23길 20(용답동),서울특별시 성동구 용답동 5-6,서울특별시 성동구청,용답동 주민센터,02-2286-7523,37.564069,127.0555532,2022-11-23
용답동 주민센터,용답동 주민센터,용답,기타,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,30,57,,인터넷 예약,,서울특별시 성동구 용답중앙23길 20(용답동),서울특별시 성동구 용답동 5-6,서울특별시 성동구청,용답동 주민센터,02-2286-7523,37.564069,127.0555532,2022-11-23
용답동 토속공원 주민활력소,용답동 주민센터,용답,기타,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,15,87,,인터넷 예약,,서울특별시 성동구 용답중앙23길 20(용답동),서울특별시 성동구 용답동 5-6,서울특별시 성동구청,용답동 주민센터,02-2286-7523,37.564069,127.0555532,2022-11-23
응봉동 주민센터,응봉동 주민센터,응봉,다목적실,연중무휴,16:00,18:00,9:00,13:00,Y,2,20000,1,10000,50,138,,인터넷 예약,,서울특별시 성동구 독서당로 424(응봉동),서울특별시 성동구 응봉동 101,서울특별시 성동구청,응봉동 주민센터,02-2286-7335,37.55313923,127.0334024,2022-11-23
응봉동 주민센터,응봉동 주민센터,응봉,회의실,연중무휴,13:00,20:00,9:00,13:00,Y,2,20000,1,10000,18,22,,인터넷 예약,,서울특별시 성동구 독서당로 424(응봉동),서울특별시 성동구 응봉동 101,서울특별시 성동구청,응봉동 주민센터,02-2286-7335,37.55313923,127.0334024,2022-11-23
행당제1동 주민센터 공부방,행당제1동 주민센터,행당,강의실,토+일,10:00,21:00,0:00,0:00,Y,2,20000,1,10000,12,20,,인터넷 예약,,서울특별시 성동구 고산자로10길 18(행당동),,서울특별시 성동구청,행당제1동 주민센터,02-2286-7284,37.55850972,127.0361515,2022-11-23
행당제1동 주민센터 다목적실,행당제1동 주민센터,행당,다목적실,토+일,9:00,21:00,0:00,0:00,Y,2,20000,1,10000,40,127,,인터넷 예약,,서울특별시 성동구 고산자로10길 18(행당동),,서울특별시 성동구청,행당제1동 주민센터,02-2286-7284,37.55850972,127.0361515,2022-11-23
행당제1동 주민센터 살구나무방,행당제1동 주민센터,행당,다목적실,토+일,10:00,20:00,0:00,0:00,Y,2,20000,1,10000,20,65,,인터넷 예약,,서울특별시 성동구 고산자로10길 18(행당동),,서울특별시 성동구청,행당제1동 주민센터,02-2286-7284,37.55850972,127.0361515,2022-11-23
행당제2동 주민센터 강의실,행당제2동 주민센터,행당,강의실,"토, 일",9:00,21:00,0:00,0:00,Y,2,20000,1,10000,20,46.2,,인터넷 예약,,서울특별시 성동구 행당로9길 9(행당동),서울특별시 성동구 행당동 347-1,서울특별시 성동구청,행당제2동 주민센터,02-2286-7303,37.55822103,127.029349,2022-11-23
행당제2동 주민센터 공유공간,행당제2동 주민센터,행당,다목적실,"토, 일",9:00,21:00,0:00,0:00,Y,2,20000,1,10000,20,50,,인터넷 예약,,서울특별시 성동구 행당로9길 9(행당동),서울특별시 성동구 행당동 347-1,서울특별시 성동구청,행당제2동 주민센터,02-2286-7303,37.55822103,127.029349,2022-11-23
행당제2동 주민센터 다목적방,행당제2동 주민센터,행당,다목적실,일,6:50,21:00,9:00,13:00,Y,2,20000,1,10000,30,208,,인터넷 예약,,서울특별시 성동구 행당로9길 9(행당동),서울특별시 성동구 행당동 347-1,서울특별시 성동구청,행당제2동 주민센터,02-2286-7303,37.55822103,127.029349,2022-11-23
서초1동주민센터 소회의실,서초1동주민센터,서초,회의실,토+일,9:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 사임당로 89,,서울특별시 서초구 서초1동주민센터,,,37.49019154,127.0194671,2022-11-30
서초1동주민센터 주민사랑방,서초1동주민센터,서초,기타,토+일,9:00,20:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 사임당로 89,,서울특별시 서초구 서초1동주민센터,,,37.49019154,127.0194671,2022-11-30
서초2동주민센터 문화교실 2,서초2동주민센터,서초,강의실,토+일,9:00,20:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 서초대로70길 51,,서울특별시 서초구 서초2동주민센터,,,37.49206947,127.0249478,2022-11-30
서초2동주민센터 문화교실 3,서초2동주민센터,서초,강의실,토+일,9:00,20:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 서초대로70길 51,,서울특별시 서초구 서초2동주민센터,,,37.49206947,127.0249478,2022-11-30
서초3동주민센터 강의실 3,서초3동주민센터,서초,강의실,토+일,9:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 반포대로 34,,서울특별시 서초구 서초3동주민센터,,,37.48371635,127.0119913,2022-11-30
서초4동주민센터 문화교실 2,서초4동주민센터,서초,강의실,토+일,10:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 서운로26길 3,,서울특별시 서초구 서초4동주민센터,,,37.50271558,127.02221,2022-11-30
잠원동주민센터 대강당,잠원동주민센터,잠원,강당,토+일,9:00,21:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 나루터로 38,,서울특별시 서초구 잠원동주민센터,,,37.51496808,127.0139821,2022-11-30
잠원동주민센터 문화교실 2,잠원동주민센터,잠원,강의실,토+일,9:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 나루터로 38,,서울특별시 서초구 잠원동주민센터,,,37.51496808,127.0139821,2022-11-30
잠원동주민센터 문화교실 5,잠원동주민센터,잠원,강의실,토+일,9:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 나루터로 38,,서울특별시 서초구 잠원동주민센터,,,37.51496808,127.0139821,2022-11-30
반포1동주민센터 소회의실,반포1동주민센터,반포,회의실,토+일,10:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 사평대로 273,,서울특별시 서초구 반포1동주민센터,,,37.50509404,127.0133786,2022-11-30
반포2동주민센터 소회의실,반포2동주민센터,반포,회의실,토+일,9:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 신반포로15길 16,,서울특별시 서초구 반포2동주민센터,,,37.50458659,126.9944715,2022-11-30
반포3동주민센터 문화교실 3,반포3동주민센터,반포,강의실,토+일,14:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 신반포로23길 78,,서울특별시 서초구 반포3동주민센터,,,37.512047,127.0056087,2022-11-30
반포3동주민센터 대강당,반포3동주민센터,반포,강당,토+일,10:00,14:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 신반포로23길 78,,서울특별시 서초구 반포3동주민센터,,,37.512047,127.0056087,2022-11-30
반포4동주민센터 소회의실,반포4동주민센터,반포,회의실,토+일,10:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 사평대로28길 70,,서울특별시 서초구 반포4동주민센터,,,37.49748589,127.000304,2022-11-30
방배본동주민센터 소회의실,방배본동주민센터,방배,회의실,토+일,10:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 동광로19길 38,,서울특별시 서초구 방배본동주민센터,,,37.494149,126.988845,2022-11-30
방배1동주민센터 소회의실,방배1동주민센터,방배,회의실,토+일,10:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 효령로29길 43,,서울특별시 서초구 방배1동주민센터,,,37.483375,126.9945139,2022-11-30
방배1동주민센터 다목적실,방배1동주민센터,방배,기타,토+일,14:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 효령로29길 43,,서울특별시 서초구 방배1동주민센터,,,37.483375,126.9945139,2022-11-30
방배2동주민센터 강당,방배2동주민센터,방배,강당,토+일,10:00,17:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 청두곶길 36,,서울특별시 서초구 방배2동주민센터,,,37.47977264,126.9855596,2022-11-30
방배3동주민센터 회의실,방배3동주민센터,방배,회의실,토+일,9:00,18:00,0:00,0:00,N,,,,,,,,,,서울특별시 서초구 방배로 40,,서울특별시 서초구 방배3동주민센터,,,37.47843876,126.999981,2022-11-30
